,,,,,,,
,,,,,,,
chave_sus_ibge,UF,COD. MUNIC,NOME DO MUNICÍPIO,População Censo 2022,POP_COBERTA_SUS,pop_coberta_DATASUS,taxa de cobertura
SPCOTIA,SP,13009,Cotia, 274 413,"9,775","9775,00","0,0356214902355209"
SPCRAVINHOS,SP,13108,Cravinhos, 33 281,"9,775","9775,00","0,293711126468556"
SPCRISTAISPAULISTA,SP,13207,Cristais Paulista, 9 272,"4,025","4025,00","0,434102674719586"
SPCRUZÁLIA,SP,13306,Cruzália, 2 108,"2,021","2021,00","0,958728652751423"
SPCRUZEIRO,SP,13405,Cruzeiro, 74 961,"32,775","32775,00","0,437227358226278"
SPCUBATÃO,SP,13504,Cubatão, 112 476,"73,600","73600,00","0,654361819410363"
SPCUNHA,SP,13603,Cunha, 22 110,"17,825","17825,00","0,806196291270918"
SPDESCALVADO,SP,13702,Descalvado, 31 756,"10,925","10925,00","0,34402947474493"
SPDIADEMA,SP,13801,Diadema, 393 237,"236,900","236900,00","0,602435681281263"
SPDIRCEREIS,SP,13850,Dirce Reis, 1 620,"1,805","1805,00",1
SPDIVINOLÂNDIA,SP,13900,Divinolândia, 11 158,"8,050","8050,00","0,721455457967378"
SPDOBRADA,SP,14007,Dobrada, 8 759,"6,900","6900,00","0,787761159949766"
SPDOISCÓRREGOS,SP,14106,Dois Córregos, 24 510,"17,825","17825,00","0,727254181966544"
SPDOLCINÓPOLIS,SP,14205,Dolcinópolis, 2 207,"2,108","2108,00","0,95514272768464"
SPDOURADO,SP,14304,Dourado, 8 096,"8,625","8625,00",1
SPDRACENA,SP,14403,Dracena, 45 474,"10,925","10925,00","0,240247174209438"
SPDUARTINA,SP,14502,Duartina, 12 328,"12,421","12421,00",1
SPDUMONT,SP,14601,Dumont, 9 471,"3,450","3450,00","0,364269876464998"
SPECHAPORÃ,SP,14700,Echaporã, 6 205,"6,026","6026,00","0,971152296535052"
SPELDORADO,SP,14809,Eldorado, 13 069,"7,475","7475,00","0,5719641900681"
SPELIASFAUSTO,SP,14908,Elias Fausto, 17 699,"14,375","14375,00","0,812192779253065"
SPELISIÁRIO,SP,14924,Elisiário, 3 138,"3,742","3742,00",1
SPEMBAÚBA,SP,14957,Embaúba, 2 323,"2,446","2446,00",1
SPEMBUDASARTES,SP,15004,Embu das Artes, 250 691,"63,825","63825,00","0,254596295838303"
SPEMBUGUAÇU,SP,15103,Embu-Guaçu, 66 970,"35,650","35650,00","0,532327908018516"
SPEMILIANÓPOLIS,SP,15129,Emilianópolis, 3 014,"3,238","3238,00",1
SPENGENHEIROCOELHO,SP,15152,Engenheiro Coelho, 19 566,"10,350","10350,00","0,528978840846366"
SPESPÍRITOSANTODOPINHAL,SP,15186,Espírito Santo do Pinhal, 39 816,"14,375","14375,00","0,361035764516777"
SPESPÍRITOSANTODOTURVO,SP,15194,Espírito Santo do Turvo, 4 157,"4,926","4926,00",1
SPESTRELAD'OESTE,SP,15202,Estrela d'Oeste, 9 417,"8,420","8420,00","0,894127641499416"
SPESTRELADONORTE,SP,15301,Estrela do Norte, 2 703,"2,774","2774,00",1
SPEUCLIDESDACUNHAPAULISTA,SP,15350,Euclides da Cunha Paulista, 7 924,"9,280","9280,00",1
SPFARTURA,SP,15400,Fartura, 16 641,"10,350","10350,00","0,621957815035154"
SPFERNANDÓPOLIS,SP,15509,Fernandópolis, 71 186,"56,925","56925,00","0,799665664596971"
SPFERNANDOPRESTES,SP,15608,Fernando Prestes, 5 942,"5,805","5805,00","0,976943789969707"
SPFERNÃO,SP,15657,Fernão, 1 656,"1,739","1739,00",1
SPFERRAZDEVASCONCELOS,SP,15707,Ferraz de Vasconcelos, 179 198,"38,525","38525,00","0,21498565832208"
SPFLORARICA,SP,15806,Flora Rica, 1 487,"1,397","1397,00","0,939475453934096"
SPFLOREAL,SP,15905,Floreal, 2 733,"2,884","2884,00",1
SPFLÓRIDAPAULISTA,SP,16002,Flórida Paulista, 12 958,"14,375","14375,00",1
SPFLORÍNEA,SP,16101,Florínea, 3 851,#N/DISP,#N/DISP,#N/DISP
SPFRANCA,SP,16200,Franca, 352 536,"28,750","28750,00","0,0815519549776477"
SPFRANCISCOMORATO,SP,16309,Francisco Morato, 165 139,"69,575","69575,00","0,421311743440375"
SPFRANCODAROCHA,SP,16408,Franco da Rocha, 144 849,"68,425","68425,00","0,472388487321279"
SPGABRIELMONTEIRO,SP,16507,Gabriel Monteiro, 2 763,"2,776","2776,00",1
SPGÁLIA,SP,16606,Gália, 6 380,"6,419","6419,00",1
SPGARÇA,SP,16705,Garça, 42 110,"33,350","33350,00","0,791973402992163"
SPGASTÃOVIDIGAL,SP,16804,Gastão Vidigal, 3 252,"2,875","2875,00","0,884071340713407"
SPGAVIÃOPEIXOTO,SP,16853,Gavião Peixoto, 4 702,"4,841","4841,00",1
SPGENERALSALGADO,SP,16903,General Salgado, 10 312,"10,855","10855,00",1
SPGETULINA,SP,17000,Getulina, 10 232,"4,025","4025,00","0,393373729476153"
SPGLICÉRIO,SP,17109,Glicério, 4 138,"4,842","4842,00",1
SPGUAIÇARA,SP,17208,Guaiçara, 11 239,"6,900","6900,00","0,613933623987899"
SPGUAIMBÊ,SP,17307,Guaimbê, 5 512,"5,806","5806,00",1
SPGUAÍRA,SP,17406,Guaíra, 39 279,"34,500","34500,00","0,87833193309402"
SPGUAPIAÇU,SP,17505,Guapiaçu, 21 711,"17,825","17825,00","0,821012390032702"
SPGUAPIARA,SP,17604,Guapiara, 17 071,"16,896","16896,00","0,989748696619999"
SPGUARÁ,SP,17703,Guará, 18 606,"14,950","14950,00","0,803504245942169"
SPGUARAÇAÍ,SP,17802,Guaraçaí, 7 441,"8,258","8258,00",1
SPGUARACI,SP,17901,Guaraci, 10 350,"6,325","6325,00","0,611111111111111"
SPGUARANID'OESTE,SP,18008,Guarani d'Oeste, 1 968,"1,996","1996,00",1
SPGUARANTÃ,SP,18107,Guarantã, 6 427,"6,685","6685,00",1
SPGUARARAPES,SP,18206,Guararapes, 31 043,"13,800","13800,00","0,444544663853365"
SPGUARAREMA,SP,18305,Guararema, 31 236,0,"0,00",0
SPGUARATINGUETÁ,SP,18404,Guaratinguetá, 118 044,"32,775","32775,00","0,277650706516214"
SPGUAREÍ,SP,18503,Guareí, 15 013,"17,825","17825,00",1
SPGUARIBA,SP,18602,Guariba, 37 498,"7,475","7475,00","0,199343965011467"
SPGUARUJÁ,SP,18701,Guarujá, 287 634,"144,325","144325,00","0,501766133350021"
SPGUARULHOS,SP,18800,Guarulhos,1 291 771,"442,175","442175,00","0,342301383139891"
SPGUATAPARÁ,SP,18859,Guatapará, 7 320,"6,325","6325,00","0,864071038251366"
SPGUZOLÂNDIA,SP,18909,Guzolândia, 4 246,"4,025","4025,00","0,947951012717852"
SPHERCULÂNDIA,SP,19006,Herculândia, 9 125,"9,649","9649,00",1
SPHOLAMBRA,SP,19055,Holambra, 15 094,"9,775","9775,00","0,647608321187227"
SPHORTOLÂNDIA,SP,19071,Hortolândia, 236 641,"41,400","41400,00","0,174948550758322"
SPIACANGA,SP,19105,Iacanga, 10 437,"12,002","12002,00",1
SPIACRI,SP,19204,Iacri, 6 131,"6,269","6269,00",1
SPIARAS,SP,19253,Iaras, 8 010,"8,050","8050,00",1
SPIBATÉ,SP,19303,Ibaté, 32 178,"10,350","10350,00","0,321648331157934"
SPIBIRÁ,SP,19402,Ibirá, 11 690,"9,775","9775,00","0,836184773310522"
SPIBIRAREMA,SP,19501,Ibirarema, 6 385,"5,750","5750,00","0,900548159749413"
SPIBITINGA,SP,19600,Ibitinga, 60 033,"10,925","10925,00","0,181983242549931"
SPIBIÚNA,SP,19709,Ibiúna, 75 605,"26,450","26450,00","0,349844586998214"
SPICÉM,SP,19808,Icém, 7 819,"7,475","7475,00","0,956004604169331"
SPIEPÊ,SP,19907,Iepê, 7 619,"8,228","8228,00",1
SPIGARAÇUDOTIETÊ,SP,20004,Igaraçu do Tietê, 23 106,"21,275","21275,00","0,920756513459707"
SPIGARAPAVA,SP,20103,Igarapava, 26 212,"16,675","16675,00","0,636159011139936"
SPIGARATÁ,SP,20202,Igaratá, 10 605,"6,900","6900,00","0,650636492220651"
SPIGUAPE,SP,20301,Iguape, 29 115,"31,117","31117,00",1
SPILHABELA,SP,20400,Ilhabela, 34 934,"36,194","36194,00",1
SPILHACOMPRIDA,SP,20426,Ilha Comprida, 13 419,"11,552","11552,00","0,860868917206945"
SPILHASOLTEIRA,SP,20442,Ilha Solteira, 25 549,"26,886","26886,00",1
SPINDAIATUBA,SP,20509,Indaiatuba, 255 748,"51,175","51175,00","0,200099316514694"
SPINDIANA,SP,20608,Indiana, 5 090,"4,873","4873,00","0,957367387033399"
SPINDIAPORÃ,SP,20707,Indiaporã, 4 035,"3,876","3876,00","0,960594795539034"
SPINÚBIAPAULISTA,SP,20806,Inúbia Paulista, 3 615,"4,045","4045,00",1
SPIPAUSSU,SP,20905,Ipaussu, 13 712,"3,450","3450,00","0,251604434072345"
SPIPERÓ,SP,21002,Iperó, 36 459,"12,075","12075,00","0,331193943882169"
SPIPEÚNA,SP,21101,Ipeúna, 6 831,"5,750","5750,00","0,841750841750842"
SPIPIGUÁ,SP,21150,Ipiguá, 6 761,"5,557","5557,00","0,821919834344032"
SPIPORANGA,SP,21200,Iporanga, 4 046,"4,180","4180,00",1
SPIPUÃ,SP,21309,Ipuã, 14 454,"13,800","13800,00","0,95475300954753"
SPIRACEMÁPOLIS,SP,21408,Iracemápolis, 21 967,"8,050","8050,00","0,366458779077707"
SPIRAPUÃ,SP,21507,Irapuã, 6 867,"5,750","5750,00","0,837337993301296"
SPIRAPURU,SP,21606,Irapuru, 7 085,"6,900","6900,00","0,973888496824277"
SPITABERÁ,SP,21705,Itaberá, 17 983,"15,525","15525,00","0,863315353389312"
SPITAÍ,SP,21804,Itaí, 25 180,"11,500","11500,00","0,45671167593328"
SPITAJOBI,SP,21903,Itajobi, 16 989,"14,375","14375,00","0,84613573488728"
SPITAJU,SP,22000,Itaju, 3 618,"3,937","3937,00",1
SPITANHAÉM,SP,22109,Itanhaém, 112 476,"80,500","80500,00","0,715708239980085"
SPITAOCA,SP,22158,Itaoca, 3 422,#N/DISP,#N/DISP,#N/DISP
SPITAPECERICADASERRA,SP,22208,Itapecerica da Serra, 158 522,"25,300","25300,00","0,159599298520079"
SPITAPETININGA,SP,22307,Itapetininga, 157 790,"55,200","55200,00","0,349832055263325"
SPITAPEVA,SP,22406,Itapeva, 89 728,"54,625","54625,00","0,60878432596291"
SPITAPEVI,SP,22505,Itapevi, 232 297,"41,400","41400,00","0,17822012337654"
SPITAPIRA,SP,22604,Itapira, 72 022,"38,525","38525,00","0,534906000944156"
SPITAPIRAPUÃPAULISTA,SP,22653,Itapirapuã Paulista, 4 306,"4,294","4294,00","0,997213190896424"
SPITÁPOLIS,SP,22703,Itápolis, 39 493,"2,875","2875,00","0,0727977109867572"
SPITAPORANGA,SP,22802,Itaporanga, 14 085,"15,197","15197,00",1
SPITAPUÍ,SP,22901,Itapuí, 13 659,"9,200","9200,00","0,673548576030456"
SPITAPURA,SP,23008,Itapura, 3 979,"4,994","4994,00",1
SPITAQUAQUECETUBA,SP,23107,Itaquaquecetuba, 369 275,"80,500","80500,00","0,217994719382574"
SPITARARÉ,SP,23206,Itararé, 44 438,"31,625","31625,00","0,711665691525271"
SPITARIRI,SP,23305,Itariri, 15 528,"17,754","17754,00",1
SPITATIBA,SP,23404,Itatiba, 121 590,"49,450","49450,00","0,406694629492557"
SPITATINGA,SP,23503,Itatinga, 19 070,"2,875","2875,00","0,150760356581017"
SPITIRAPINA,SP,23602,Itirapina, 16 148,"8,625","8625,00","0,534121872677731"
SPITIRAPUÃ,SP,23701,Itirapuã, 5 779,"6,325","6325,00",1
SPITOBI,SP,23800,Itobi, 8 046,"7,475","7475,00","0,929033059905543"
SPITU,SP,23909,Itu, 168 240,0,"0,00",0
SPITUPEVA,SP,24006,Itupeva, 70 616,"21,850","21850,00","0,309419961481817"
SPITUVERAVA,SP,24105,Ituverava, 37 571,"33,350","33350,00","0,887652710867424"
SPJABORANDI,SP,24204,Jaborandi, 6 221,"6,963","6963,00",1
SPJABOTICABAL,SP,24303,Jaboticabal, 71 821,"32,775","32775,00","0,456342852369084"
SPJACAREÍ,SP,24402,Jacareí, 240 275,"98,900","98900,00","0,411611694932889"
SPJACI,SP,24501,Jaci, 7 613,"7,322","7322,00","0,961775909628267"
SPJACUPIRANGA,SP,24600,Jacupiranga, 16 097,"17,911","17911,00",1
SPJAGUARIÚNA,SP,24709,Jaguariúna, 59 347,"11,500","11500,00","0,193775591015553"
SPJALES,SP,24808,Jales, 48 776,"32,200","32200,00","0,660160734787601"
SPJAMBEIRO,SP,24907,Jambeiro, 6 397,"6,325","6325,00","0,988744724089417"
SPJANDIRA,SP,25003,Jandira, 118 045,"55,775","55775,00","0,472489304926088"
SPJARDINÓPOLIS,SP,25102,Jardinópolis, 45 282,"26,450","26450,00","0,584117309306126"
SPJARINU,SP,25201,Jarinu, 37 535,"20,125","20125,00","0,536166244838151"
SPJAÚ,SP,25300,Jaú, 133 497,"62,100","62100,00","0,465178992786355"
SPJERIQUARA,SP,25409,Jeriquara, 3 863,"2,875","2875,00","0,744240227802226"
SPJOANÓPOLIS,SP,25508,Joanópolis, 12 815,"5,750","5750,00","0,448692937963324"
SPJOÃORAMALHO,SP,25607,João Ramalho, 4 371,"4,577","4577,00",1
SPJOSÉBONIFÁCIO,SP,25706,José Bonifácio, 36 633,"16,675","16675,00","0,455190675074387"
SPJÚLIOMESQUITA,SP,25805,Júlio Mesquita, 4 254,"4,824","4824,00",1
SPJUMIRIM,SP,25854,Jumirim, 3 056,0,"0,00",0
SPJUNDIAÍ,SP,25904,Jundiaí, 443 221,"99,475","99475,00","0,224436567761907"
SPJUNQUEIRÓPOLIS,SP,26001,Junqueirópolis, 20 448,"20,978","20978,00",1
SPJUQUIÁ,SP,26100,Juquiá, 17 154,"18,627","18627,00",1
SPJUQUITIBA,SP,26209,Juquitiba, 27 404,"31,844","31844,00",1
SPLAGOINHA,SP,26308,Lagoinha, 5 083,"4,882","4882,00","0,960456423372024"
SPLARANJALPAULISTA,SP,26407,Laranjal Paulista, 26 261,"4,600","4600,00","0,175164692890598"
SPLAVÍNIA,SP,26506,Lavínia, 9 689,"7,475","7475,00","0,771493446176076"
SPLAVRINHAS,SP,26605,Lavrinhas, 7 171,"7,361","7361,00",1
SPLEME,SP,26704,Leme, 98 161,"42,550","42550,00","0,433471541650961"
SPLENÇÓISPAULISTA,SP,26803,Lençóis Paulista, 66 505,"38,525","38525,00","0,579279753402"
SPLIMEIRA,SP,26902,Limeira, 291 869,"95,450","95450,00","0,327030277281931"
SPLINDÓIA,SP,27009,Lindóia, 7 014,"4,025","4025,00","0,573852295409182"
SPLINS,SP,27108,Lins, 74 779,"40,250","40250,00","0,538252718009067"
SPLORENA,SP,27207,Lorena, 84 855,"26,450","26450,00","0,311708208119734"
SPLOURDES,SP,27256,Lourdes, 1 950,"2,311","2311,00",1
SPLOUVEIRA,SP,27306,Louveira, 51 847,"3,450","3450,00","0,0665419407101665"
SPLUCÉLIA,SP,27405,Lucélia, 20 061,"8,050","8050,00","0,401276107870994"
SPLUCIANÓPOLIS,SP,27504,Lucianópolis, 2 372,0,"0,00",0
SPLUÍSANTÔNIO,SP,27603,Luís Antônio, 12 265,575,"575,00","0,0468813697513249"
SPLUIZIÂNIA,SP,27702,Luiziânia, 4 701,"5,918","5918,00",1
SPLUPÉRCIO,SP,27801,Lupércio, 3 981,"4,608","4608,00",1
SPLUTÉCIA,SP,27900,Lutécia, 2 661,"2,623","2623,00","0,985719654265314"
SPMACATUBA,SP,28007,Macatuba, 16 829,"10,925","10925,00","0,64917701586547"
SPMACAUBAL,SP,28106,Macaubal, 7 481,"8,174","8174,00",1
SPMACEDÔNIA,SP,28205,Macedônia, 3 963,"3,686","3686,00","0,930103456977038"
SPMAGDA,SP,28304,Magda, 3 165,"1,725","1725,00","0,545023696682464"
SPMAIRINQUE,SP,28403,Mairinque, 50 027,"16,100","16100,00","0,321826213844524"
SPMAIRIPORÃ,SP,28502,Mairiporã, 93 853,"41,400","41400,00","0,441115361256433"
SPMANDURI,SP,28601,Manduri, 9 871,"6,325","6325,00","0,640765879850066"
SPMARABÁPAULISTA,SP,28700,Marabá Paulista, 4 573,"6,039","6039,00",1
SPMARACAÍ,SP,28809,Maracaí, 12 673,"4,600","4600,00","0,362976406533575"
SPMARAPOAMA,SP,28858,Marapoama, 3 292,"3,097","3097,00","0,940765492102066"
SPMARIÁPOLIS,SP,28908,Mariápolis, 3 513,"4,025","4025,00",1
SPMARÍLIA,SP,29005,Marília, 237 627,"77,050","77050,00","0,324247665458891"
SPMARINÓPOLIS,SP,29104,Marinópolis, 1 860,"2,101","2101,00",1
SPMARTINÓPOLIS,SP,29203,Martinópolis, 24 881,"26,791","26791,00",1
SPMATÃO,SP,29302,Matão, 79 033,"35,075","35075,00","0,443801956144902"
SPMAUÁ,SP,29401,Mauá, 418 261,"157,550","157550,00","0,376678676711431"
SPMENDONÇA,SP,29500,Mendonça, 6 159,"5,638","5638,00","0,915408345510635"
SPMERIDIANO,SP,29609,Meridiano, 4 572,"3,813","3813,00","0,833989501312336"
SPMESÓPOLIS,SP,29658,Mesópolis, 1 952,"1,903","1903,00","0,974897540983607"
SPMIGUELÓPOLIS,SP,29708,Miguelópolis, 19 441,"17,250","17250,00","0,887300036006378"
SPMINEIROSDOTIETÊ,SP,29807,Mineiros do Tietê, 11 230,"9,775","9775,00","0,870436331255565"
SPMIRACATU,SP,29906,Miracatu, 18 553,"19,511","19511,00",1
SPMIRAESTRELA,SP,30003,Mira Estrela, 3 126,"3,125","3125,00","0,999680102367243"
SPMIRANDÓPOLIS,SP,30102,Mirandópolis, 27 983,"29,844","29844,00",1
SPMIRANTEDOPARANAPANEMA,SP,30201,Mirante do Paranapanema, 15 917,"18,415","18415,00",1
SPMIRASSOL,SP,30300,Mirassol, 63 337,0,"0,00",0
SPMIRASSOLÂNDIA,SP,30409,Mirassolândia, 4 669,"2,300","2300,00","0,492610837438424"
SPMOCOCA,SP,30508,Mococa, 67 681,"22,425","22425,00","0,331333756888935"
SPMOGIDASCRUZES,SP,30607,Mogi das Cruzes, 451 505,"77,625","77625,00","0,171925006367593"
SPMOGIGUAÇU,SP,30706,Mogi Guaçu, 153 658,"61,525","61525,00","0,40040219188067"
SPMOGIMIRIM,SP,30805,Mogi Mirim, 92 558,"36,800","36800,00","0,3975885390782"
SPMOMBUCA,SP,30904,Mombuca, 3 722,"3,523","3523,00","0,946534121440086"
SPMONÇÕES,SP,31001,Monções, 1 937,"2,274","2274,00",1
SPMONGAGUÁ,SP,31100,Mongaguá, 61 951,"30,475","30475,00","0,49192103436587"
SPMONTEALEGREDOSUL,SP,31209,Monte Alegre do Sul, 8 627,"8,181","8181,00","0,948301843050887"
SPMONTEALTO,SP,31308,Monte Alto, 47 574,"15,525","15525,00","0,32633371169126"
SPMONTEAPRAZÍVEL,SP,31407,Monte Aprazível, 22 280,"14,375","14375,00","0,645197486535009"
SPMONTEAZULPAULISTA,SP,31506,Monte Azul Paulista, 18 151,"12,075","12075,00","0,66525260316236"
SPMONTECASTELO,SP,31605,Monte Castelo, 4 222,"4,166","4166,00","0,986736144007579"
SPMONTEIROLOBATO,SP,31704,Monteiro Lobato, 4 138,"4,600","4600,00",1
SPMONTEMOR,SP,31803,Monte Mor, 64 662,"44,275","44275,00","0,684714360830163"
SPMORROAGUDO,SP,31902,Morro Agudo, 27 933,"13,800","13800,00","0,494039308344968"
SPMORUNGABA,SP,32009,Morungaba, 13 720,"2,300","2300,00","0,167638483965015"
SPMOTUCA,SP,32058,Motuca, 4 034,"4,600","4600,00",1
SPMURUTINGADOSUL,SP,32108,Murutinga do Sul, 3 737,"4,525","4525,00",1
SPNANTES,SP,32157,Nantes, 2 660,"3,215","3215,00",1
SPNARANDIBA,SP,32207,Narandiba, 5 713,"4,950","4950,00","0,866444950113776"
SPNATIVIDADEDASERRA,SP,32306,Natividade da Serra, 6 999,"2,300","2300,00","0,328618374053436"
SPNAZARÉPAULISTA,SP,32405,Nazaré Paulista, 18 217,"2,875","2875,00","0,157819619037163"
SPNEVESPAULISTA,SP,32504,Neves Paulista, 9 699,"6,900","6900,00","0,711413547788432"
SPNHANDEARA,SP,32603,Nhandeara, 9 852,"9,200","9200,00","0,933820544051969"
SPNIPOÃ,SP,32702,Nipoã, 4 750,"5,175","5175,00",1
SPNOVAALIANÇA,SP,32801,Nova Aliança, 6 693,"6,900","6900,00",1
SPNOVACAMPINA,SP,32827,Nova Campina, 8 497,"9,962","9962,00",1
SPNOVACANAÃPAULISTA,SP,32843,Nova Canaã Paulista, 2 032,"1,824","1824,00","0,897637795275591"
SPNOVACASTILHO,SP,32868,Nova Castilho, 1 062,"1,290","1290,00",1
SPNOVAEUROPA,SP,32900,Nova Europa, 9 311,"5,750","5750,00","0,61754913543121"
SPNOVAGRANADA,SP,33007,Nova Granada, 19 419,"10,350","10350,00","0,532983160821876"
SPNOVAGUATAPORANGA,SP,33106,Nova Guataporanga, 2 156,"2,333","2333,00",1
SPNOVAINDEPENDÊNCIA,SP,33205,Nova Independência, 4 609,"4,135","4135,00","0,897157734866566"
SPNOVAIS,SP,33254,Novais, 4 412,"2,875","2875,00","0,651631912964642"
SPNOVALUZITÂNIA,SP,33304,Nova Luzitânia, 2 837,"3,450","3450,00",1
SPNOVAODESSA,SP,33403,Nova Odessa, 62 019,"2,300","2300,00","0,0370854093100501"
SPNOVOHORIZONTE,SP,33502,Novo Horizonte, 38 324,0,"0,00",0
SPNUPORANGA,SP,33601,Nuporanga, 7 391,"7,475","7475,00",1
SPOCAUÇU,SP,33700,Ocauçu, 4 331,"4,294","4294,00","0,99145693835142"
SPÓLEO,SP,33809,Óleo, 2 512,575,"575,00","0,22890127388535"
SPOLÍMPIA,SP,33908,Olímpia, 55 074,"16,100","16100,00","0,292333950684534"
SPONDAVERDE,SP,34005,Onda Verde, 4 771,"4,462","4462,00","0,935233703626074"
SPORIENTE,SP,34104,Oriente, 6 085,"5,750","5750,00","0,944946589975349"
SPORINDIÚVA,SP,34203,Orindiúva, 6 024,"7,318","7318,00",1
SPORLÂNDIA,SP,34302,Orlândia, 38 319,"8,625","8625,00","0,225084161904016"
SPOSASCO,SP,34401,Osasco, 728 615,"113,850","113850,00","0,156255361198987"
SPOSCARBRESSANE,SP,34500,Oscar Bressane, 2 470,"2,603","2603,00",1
SPOSVALDOCRUZ,SP,34609,Osvaldo Cruz, 31 272,"25,875","25875,00","0,827417498081351"
SPOURINHOS,SP,34708,Ourinhos, 103 970,"20,700","20700,00","0,199095893046071"
SPOUROESTE,SP,34757,Ouroeste, 10 294,"8,625","8625,00","0,837866718476783"
SPOUROVERDE,SP,34807,Ouro Verde, 7 779,"4,025","4025,00","0,517418691348502"
SPPACAEMBU,SP,34906,Pacaembu, 14 877,"14,326","14326,00","0,962962962962963"
SPPALESTINA,SP,35002,Palestina, 11 476,"4,600","4600,00","0,400836528407111"
SPPALMARESPAULISTA,SP,35101,Palmares Paulista, 9 650,"8,050","8050,00","0,83419689119171"
SPPALMEIRAD'OESTE,SP,35200,Palmeira d'Oeste, 8 903,"9,173","9173,00",1
SPPALMITAL,SP,35309,Palmital, 19 594,"17,250","17250,00","0,88037154230887"
SPPANORAMA,SP,35408,Panorama, 14 964,"14,375","14375,00","0,960638866613205"
SPPARAGUAÇUPAULISTA,SP,35507,Paraguaçu Paulista, 41 120,"27,600","27600,00","0,671206225680934"
SPPARAIBUNA,SP,35606,Paraibuna, 17 667,"18,302","18302,00",1
SPPARAÍSO,SP,35705,Paraíso, 6 099,"6,536","6536,00",1
SPPARANAPANEMA,SP,35804,Paranapanema, 19 395,"15,525","15525,00","0,80046403712297"
SPPARANAPUÃ,SP,35903,Paranapuã, 4 031,"4,025","4025,00","0,998511535599107"
SPPARAPUÃ,SP,36000,Parapuã, 10 580,"9,200","9200,00","0,869565217391304"
SPPARDINHO,SP,36109,Pardinho, 7 153,0,"0,00",0
SPPARIQUERAAÇU,SP,36208,Pariquera-Açu, 19 233,"19,797","19797,00",1
SPPARISI,SP,36257,Parisi, 2 892,"2,177","2177,00","0,752766251728907"
SPPATROCÍNIOPAULISTA,SP,36307,Patrocínio Paulista, 14 512,"13,800","13800,00","0,950937155457552"
SPPAULICÉIA,SP,36406,Paulicéia, 7 955,"7,540","7540,00","0,947831552482715"
SPPAULÍNIA,SP,36505,Paulínia, 110 537,0,"0,00",0
SPPAULISTÂNIA,SP,36570,Paulistânia, 2 090,"1,835","1835,00","0,87799043062201"
SPPAULODEFARIA,SP,36604,Paulo de Faria, 7 400,"7,475","7475,00",1
SPPEDERNEIRAS,SP,36703,Pederneiras, 44 827,"33,350","33350,00","0,743971267316573"
SPPEDRABELA,SP,36802,Pedra Bela, 6 557,"3,450","3450,00","0,526155253927101"
SPPEDRANÓPOLIS,SP,36901,Pedranópolis, 2 787,"2,468","2468,00","0,885540007176175"
SPPEDREGULHO,SP,37008,Pedregulho, 15 525,"13,225","13225,00","0,851851851851852"
SPPEDREIRA,SP,37107,Pedreira, 43 112,"22,425","22425,00","0,520156800890703"
SPPEDRINHASPAULISTA,SP,37156,Pedrinhas Paulista, 2 804,"3,109","3109,00",1
SPPEDRODETOLEDO,SP,37206,Pedro de Toledo, 11 281,"11,507","11507,00",1
SPPENÁPOLIS,SP,37305,Penápolis, 61 679,"47,725","47725,00","0,773764166085702"
SPPEREIRABARRETO,SP,37404,Pereira Barreto, 24 095,"25,685","25685,00",1
SPPEREIRAS,SP,37503,Pereiras, 8 737,"8,875","8875,00",1
SPPERUÍBE,SP,37602,Peruíbe, 68 352,"39,675","39675,00","0,580451193820225"
SPPIACATU,SP,37701,Piacatu, 5 519,"6,093","6093,00",1
SPPIEDADE,SP,37800,Piedade, 52 970,"16,675","16675,00","0,314800830658864"
SPPILARDOSUL,SP,37909,Pilar do Sul, 27 619,"6,900","6900,00","0,249828016944857"
SPPINDAMONHANGABA,SP,38006,Pindamonhangaba, 165 428,"70,150","70150,00","0,424051551127983"
SPPINDORAMA,SP,38105,Pindorama, 14 542,"10,350","10350,00","0,711731536239857"
SPPINHALZINHO,SP,38204,Pinhalzinho, 15 224,0,"0,00",0
SPPIQUEROBI,SP,38303,Piquerobi, 3 264,"3,450","3450,00",1
SPPIQUETE,SP,38501,Piquete, 12 490,"13,495","13495,00",1
SPPIRACAIA,SP,38600,Piracaia, 26 029,575,"575,00","0,022090744938338"
SPPIRACICABA,SP,38709,Piracicaba, 423 323,"129,950","129950,00","0,306975997051897"
SPPIRAJU,SP,38808,Piraju, 29 436,"27,600","27600,00","0,937627395026498"
SPPIRAJUÍ,SP,38907,Pirajuí, 22 431,"6,325","6325,00","0,281975837011279"
SPPIRANGI,SP,39004,Pirangi, 10 885,"10,350","10350,00","0,950849793293523"
SPPIRAPORADOBOMJESUS,SP,39103,Pirapora do Bom Jesus, 18 370,"19,453","19453,00",1
SPPIRAPOZINHO,SP,39202,Pirapozinho, 25 348,"27,600","27600,00",1
SPPIRASSUNUNGA,SP,39301,Pirassununga, 73 545,"45,425","45425,00","0,617649058399619"
SPPIRATININGA,SP,39400,Piratininga, 15 108,"10,350","10350,00","0,685067513899921"
SPPITANGUEIRAS,SP,39509,Pitangueiras, 33 674,"24,725","24725,00","0,734246005820514"
SPPLANALTO,SP,39608,Planalto, 4 389,"5,370","5370,00",1
SPPLATINA,SP,39707,Platina, 3 025,"3,606","3606,00",1
SPPOÁ,SP,39806,Poá, 103 765,"14,950","14950,00","0,144075555341396"
SPPOLONI,SP,39905,Poloni, 5 592,"5,750","5750,00",1
